"name"	"code"	"region"
"MSCIA股"	"512990"	"sh"
"225ETF"	"513000"	"sh"
"德国30"	"513030"	"sh"
"中概互联"	"513050"	"sh"
"纳指ETF"	"513100"	"sh"
"标普500"	"513500"	"sh"
"日经ETF"	"513520"	"sh"
"恒指ETF"	"513600"	"sh"
"恒生通"	"513660"	"sh"
"建信H股"	"513680"	"sh"
"东证ETF"	"513800"	"sh"
"日经225"	"513880"	"sh"
"港股100"	"513900"	"sh"
"科技ETF"	"515000"	"sh"
"通信ETF"	"515880"	"sh"
"黄金基金"	"518800"	"sh"
"黄金ETF"	"518880"	"sh"
"云化CWB1"	"580012"	"sh"
"武钢CWB1"	"580013"	"sh"
"深高CWB1"	"580014"	"sh"
"上汽CWB1"	"580016"	"sh"
"赣粤CWB1"	"580017"	"sh"
"石化CWB1"	"580019"	"sh"
"上港CWB1"	"580020"	"sh"
"青啤CWB1"	"580021"	"sh"
"国电CWB1"	"580022"	"sh"
"康美CWB1"	"580023"	"sh"
"宝钢CWB1"	"580024"	"sh"
"葛洲CWB1"	"580025"	"sh"
"江铜CWB1"	"580026"	"sh"
"长虹CWB1"	"580027"	"sh"
"浦发银行"	"600000"	"sh"
"邯郸钢铁"	"600001"	"sh"
"齐鲁石化"	"600002"	"sh"
"ST东北高"	"600003"	"sh"
"白云机场"	"600004"	"sh"
"武钢股份"	"600005"	"sh"
"东风汽车"	"600006"	"sh"
"中国国贸"	"600007"	"sh"
"首创股份"	"600008"	"sh"
"上海机场"	"600009"	"sh"
"包钢股份"	"600010"	"sh"
"华能国际"	"600011"	"sh"
"皖通高速"	"600012"	"sh"
"华夏银行"	"600015"	"sh"
"民生银行"	"600016"	"sh"
"日照港"	"600017"	"sh"
"上港集团"	"600018"	"sh"
"宝钢股份"	"600019"	"sh"
"中原高速"	"600020"	"sh"
"上海电力"	"600021"	"sh"
"山东钢铁"	"600022"	"sh"
"浙能电力"	"600023"	"sh"
"华能水电"	"600025"	"sh"
"中远海能"	"600026"	"sh"
"华电国际"	"600027"	"sh"
"中国石化"	"600028"	"sh"
"南方航空"	"600029"	"sh"
"中信证券"	"600030"	"sh"
"三一重工"	"600031"	"sh"
"福建高速"	"600033"	"sh"
"楚天高速"	"600035"	"sh"
"招商银行"	"600036"	"sh"
"歌华有线"	"600037"	"sh"
"中直股份"	"600038"	"sh"
"四川路桥"	"600039"	"sh"
"保利地产"	"600048"	"sh"
"中国联通"	"600050"	"sh"
"宁波联合"	"600051"	"sh"
"浙江广厦"	"600052"	"sh"
"九鼎投资"	"600053"	"sh"
"黄山旅游"	"600054"	"sh"
"万东医疗"	"600055"	"sh"
"中国医药"	"600056"	"sh"
"厦门象屿"	"600057"	"sh"
"五矿发展"	"600058"	"sh"
"古越龙山"	"600059"	"sh"
"海信电器"	"600060"	"sh"
"国投资本"	"600061"	"sh"
"华润双鹤"	"600062"	"sh"
"皖维高新"	"600063"	"sh"
"南京高科"	"600064"	"sh"
"*ST联谊"	"600065"	"sh"
"宇通客车"	"600066"	"sh"
"冠城大通"	"600067"	"sh"
"葛洲坝"	"600068"	"sh"
"银鸽投资"	"600069"	"sh"
"浙江富润"	"600070"	"sh"
"凤凰光学"	"600071"	"sh"
"中船科技"	"600072"	"sh"
"上海梅林"	"600073"	"sh"
"*ST保千"	"600074"	"sh"
"新疆天业"	"600075"	"sh"
"康欣新材"	"600076"	"sh"
"宋都股份"	"600077"	"sh"
"澄星股份"	"600078"	"sh"
"人福医药"	"600079"	"sh"
"金花股份"	"600080"	"sh"
"东风科技"	"600081"	"sh"
"海泰发展"	"600082"	"sh"
"博信股份"	"600083"	"sh"
"*ST中葡"	"600084"	"sh"
"同仁堂"	"600085"	"sh"
"东方金钰"	"600086"	"sh"
"退市长油"	"600087"	"sh"
"中视传媒"	"600088"	"sh"
"特变电工"	"600089"	"sh"
"同济堂"	"600090"	"sh"
"ST明科"	"600091"	"sh"
"S*ST精密"	"600092"	"sh"
"易见股份"	"600093"	"sh"
"大名城"	"600094"	"sh"
"哈高科"	"600095"	"sh"
"云天化"	"600096"	"sh"
"开创国际"	"600097"	"sh"
"广州发展"	"600098"	"sh"
"林海股份"	"600099"	"sh"
"同方股份"	"600100"	"sh"
"明星电力"	"600101"	"sh"
"莱钢股份"	"600102"	"sh"
"青山纸业"	"600103"	"sh"
"上汽集团"	"600104"	"sh"
"永鼎股份"	"600105"	"sh"
"重庆路桥"	"600106"	"sh"
"美尔雅"	"600107"	"sh"
"亚盛集团"	"600108"	"sh"
"国金证券"	"600109"	"sh"
"诺德股份"	"600110"	"sh"
"北方稀土"	"600111"	"sh"
"ST天成"	"600112"	"sh"
"浙江东日"	"600113"	"sh"
"东睦股份"	"600114"	"sh"
"东方航空"	"600115"	"sh"
"三峡水利"	"600116"	"sh"
"西宁特钢"	"600117"	"sh"
"中国卫星"	"600118"	"sh"
"*ST长投"	"600119"	"sh"
"浙江东方"	"600120"	"sh"
"郑州煤电"	"600121"	"sh"
"宏图高科"	"600122"	"sh"
"兰花科创"	"600123"	"sh"
"铁龙物流"	"600125"	"sh"
"杭钢股份"	"600126"	"sh"
"金健米业"	"600127"	"sh"
"弘业股份"	"600128"	"sh"
"太极集团"	"600129"	"sh"
"波导股份"	"600130"	"sh"
"岷江水电"	"600131"	"sh"
"重庆啤酒"	"600132"	"sh"
"东湖高新"	"600133"	"sh"
"乐凯胶片"	"600135"	"sh"
"当代明诚"	"600136"	"sh"
"浪莎股份"	"600137"	"sh"
"中青旅"	"600138"	"sh"
"西部资源"	"600139"	"sh"
"兴发集团"	"600141"	"sh"
"金发科技"	"600143"	"sh"
"*ST新亿"	"600145"	"sh"
"商赢环球"	"600146"	"sh"
"长春一东"	"600148"	"sh"
"ST坊展"	"600149"	"sh"
"中国船舶"	"600150"	"sh"
"航天机电"	"600151"	"sh"
"维科技术"	"600152"	"sh"
"建发股份"	"600153"	"sh"
"华创阳安"	"600155"	"sh"
"华升股份"	"600156"	"sh"
"永泰能源"	"600157"	"sh"
"中体产业"	"600158"	"sh"
"大龙地产"	"600159"	"sh"
"巨化股份"	"600160"	"sh"
"天坛生物"	"600161"	"sh"
"香江控股"	"600162"	"sh"
"中闽能源"	"600163"	"sh"
"新日恒力"	"600165"	"sh"
"福田汽车"	"600166"	"sh"
"联美控股"	"600167"	"sh"
"武汉控股"	"600168"	"sh"
"太原重工"	"600169"	"sh"
"上海建工"	"600170"	"sh"
"上海贝岭"	"600171"	"sh"
"黄河旋风"	"600172"	"sh"
"卧龙地产"	"600173"	"sh"
"美都能源"	"600175"	"sh"
"中国巨石"	"600176"	"sh"
"雅戈尔"	"600177"	"sh"
"东安动力"	"600178"	"sh"
"ST安通"	"600179"	"sh"
"瑞茂通"	"600180"	"sh"
"S*ST云大"	"600181"	"sh"
"S佳通"	"600182"	"sh"
"生益科技"	"600183"	"sh"
"光电股份"	"600184"	"sh"
"格力地产"	"600185"	"sh"
"*ST莲花"	"600186"	"sh"
"国中水务"	"600187"	"sh"
"兖州煤业"	"600188"	"sh"
"吉林森工"	"600189"	"sh"
"锦州港"	"600190"	"sh"
"华资实业"	"600191"	"sh"
"长城电工"	"600192"	"sh"
"ST创兴"	"600193"	"sh"
"中牧股份"	"600195"	"sh"
"复星医药"	"600196"	"sh"
"伊力特"	"600197"	"sh"
"大唐电信"	"600198"	"sh"
"金种子酒"	"600199"	"sh"
"江苏吴中"	"600200"	"sh"
"生物股份"	"600201"	"sh"
"哈空调"	"600202"	"sh"
"福日电子"	"600203"	"sh"
"S山东铝"	"600205"	"sh"
"有研新材"	"600206"	"sh"
"安彩高科"	"600207"	"sh"
"新湖中宝"	"600208"	"sh"
"ST罗顿"	"600209"	"sh"
"紫江企业"	"600210"	"sh"
"西藏药业"	"600211"	"sh"
"江泉实业"	"600212"	"sh"
"亚星客车"	"600213"	"sh"
"长春经开"	"600215"	"sh"
"浙江医药"	"600216"	"sh"
"中再资环"	"600217"	"sh"
"全柴动力"	"600218"	"sh"
"南山铝业"	"600219"	"sh"
"江苏阳光"	"600220"	"sh"
"海航控股"	"600221"	"sh"
"太龙药业"	"600222"	"sh"
"鲁商发展"	"600223"	"sh"
"天津松江"	"600225"	"sh"
"瀚叶股份"	"600226"	"sh"
"圣济堂"	"600227"	"sh"
"ST昌九"	"600228"	"sh"
"城市传媒"	"600229"	"sh"
"沧州大化"	"600230"	"sh"
"凌钢股份"	"600231"	"sh"
"金鹰股份"	"600232"	"sh"
"圆通速递"	"600233"	"sh"
"*ST山水"	"600234"	"sh"
"民丰特纸"	"600235"	"sh"
"桂冠电力"	"600236"	"sh"
"铜峰电子"	"600237"	"sh"
"ST椰岛"	"600238"	"sh"
"云南城投"	"600239"	"sh"
"*ST华业"	"600240"	"sh"
"时代万恒"	"600241"	"sh"
"中昌数据"	"600242"	"sh"
"青海华鼎"	"600243"	"sh"
"万通地产"	"600246"	"sh"
"ST成城"	"600247"	"sh"
"延长化建"	"600248"	"sh"
"两面针"	"600249"	"sh"
"南纺股份"	"600250"	"sh"
"冠农股份"	"600251"	"sh"
"中恒集团"	"600252"	"sh"
"天方药业"	"600253"	"sh"
"梦舟股份"	"600255"	"sh"
"广汇能源"	"600256"	"sh"
"大湖股份"	"600257"	"sh"
"首旅酒店"	"600258"	"sh"
"广晟有色"	"600259"	"sh"
"凯乐科技"	"600260"	"sh"
"阳光照明"	"600261"	"sh"
"北方股份"	"600262"	"sh"
"路桥建设"	"600263"	"sh"
"ST景谷"	"600265"	"sh"
"北京城建"	"600266"	"sh"
"海正药业"	"600267"	"sh"
"国电南自"	"600268"	"sh"
"赣粤高速"	"600269"	"sh"
"外运发展"	"600270"	"sh"
"航天信息"	"600271"	"sh"
"开开实业"	"600272"	"sh"
"嘉化能源"	"600273"	"sh"
"ST昌鱼"	"600275"	"sh"
"恒瑞医药"	"600276"	"sh"
"亿利洁能"	"600277"	"sh"
"东方创业"	"600278"	"sh"
"重庆港九"	"600279"	"sh"
"中央商场"	"600280"	"sh"
"太化股份"	"600281"	"sh"
"南钢股份"	"600282"	"sh"
"钱江水利"	"600283"	"sh"
"浦东建设"	"600284"	"sh"
"羚锐制药"	"600285"	"sh"
"S*ST国瓷"	"600286"	"sh"
"江苏舜天"	"600287"	"sh"
"大恒科技"	"600288"	"sh"
"*ST信通"	"600289"	"sh"
"华仪电气"	"600290"	"sh"
"西水股份"	"600291"	"sh"
"远达环保"	"600292"	"sh"
"三峡新材"	"600293"	"sh"
"鄂尔多斯"	"600295"	"sh"
"S兰铝"	"600296"	"sh"
"广汇汽车"	"600297"	"sh"
"安琪酵母"	"600298"	"sh"
"安迪苏"	"600299"	"sh"
"维维股份"	"600300"	"sh"
"ST南化"	"600301"	"sh"
"标准股份"	"600302"	"sh"
"曙光股份"	"600303"	"sh"
"恒顺醋业"	"600305"	"sh"
"商业城"	"600306"	"sh"
"酒钢宏兴"	"600307"	"sh"
"华泰股份"	"600308"	"sh"
"万华化学"	"600309"	"sh"
"桂东电力"	"600310"	"sh"
"荣华实业"	"600311"	"sh"
"平高电气"	"600312"	"sh"
"农发种业"	"600313"	"sh"
"上海家化"	"600315"	"sh"
"洪都航空"	"600316"	"sh"
"营口港"	"600317"	"sh"
"新力金融"	"600318"	"sh"
"亚星化学"	"600319"	"sh"
"振华重工"	"600320"	"sh"
"ST正源"	"600321"	"sh"
"天房发展"	"600322"	"sh"
"瀚蓝环境"	"600323"	"sh"
"华发股份"	"600325"	"sh"
"西藏天路"	"600326"	"sh"
"大东方"	"600327"	"sh"
"兰太实业"	"600328"	"sh"
"中新药业"	"600329"	"sh"
"天通股份"	"600330"	"sh"
"宏达股份"	"600331"	"sh"
"白云山"	"600332"	"sh"
"长春燃气"	"600333"	"sh"
"国机汽车"	"600335"	"sh"
"澳柯玛"	"600336"	"sh"
"美克家居"	"600337"	"sh"
"西藏珠峰"	"600338"	"sh"
"中油工程"	"600339"	"sh"
"华夏幸福"	"600340"	"sh"
"航天动力"	"600343"	"sh"
"长江通信"	"600345"	"sh"
"恒力石化"	"600346"	"sh"
"阳泉煤业"	"600348"	"sh"
"富通昭和"	"600349"	"sh"
"山东高速"	"600350"	"sh"
"亚宝药业"	"600351"	"sh"
"浙江龙盛"	"600352"	"sh"
"旭光股份"	"600353"	"sh"
"敦煌种业"	"600354"	"sh"
"精伦电子"	"600355"	"sh"
"恒丰纸业"	"600356"	"sh"
"承德钒钛"	"600357"	"sh"
"国旅联合"	"600358"	"sh"
"新农开发"	"600359"	"sh"
"华微电子"	"600360"	"sh"
"华联综超"	"600361"	"sh"
"江西铜业"	"600362"	"sh"
"联创光电"	"600363"	"sh"
"通葡股份"	"600365"	"sh"
"宁波韵升"	"600366"	"sh"
"红星发展"	"600367"	"sh"
"五洲交通"	"600368"	"sh"
"西南证券"	"600369"	"sh"
"三房巷"	"600370"	"sh"
"万向德农"	"600371"	"sh"
"中航电子"	"600372"	"sh"
"中文传媒"	"600373"	"sh"
"华菱星马"	"600375"	"sh"
"首开股份"	"600376"	"sh"
"宁沪高速"	"600377"	"sh"
"昊华科技"	"600378"	"sh"
"宝光股份"	"600379"	"sh"
"健康元"	"600380"	"sh"
"青海春天"	"600381"	"sh"
"广东明珠"	"600382"	"sh"
"金地集团"	"600383"	"sh"
"*ST金泰"	"600385"	"sh"
"北巴传媒"	"600386"	"sh"
"海越能源"	"600387"	"sh"
"龙净环保"	"600388"	"sh"
"江山股份"	"600389"	"sh"
"五矿资本"	"600390"	"sh"
"航发科技"	"600391"	"sh"
"盛和资源"	"600392"	"sh"
"粤泰股份"	"600393"	"sh"
"盘江股份"	"600395"	"sh"
"*ST金山"	"600396"	"sh"
"安源煤业"	"600397"	"sh"
"海澜之家"	"600398"	"sh"
"ST抚钢"	"600399"	"sh"
"红豆股份"	"600400"	"sh"
"退市海润"	"600401"	"sh"
"大有能源"	"600403"	"sh"
"动力源"	"600405"	"sh"
"国电南瑞"	"600406"	"sh"
"ST安泰"	"600408"	"sh"
"三友化工"	"600409"	"sh"
"华胜天成"	"600410"	"sh"
"小商品城"	"600415"	"sh"
"湘电股份"	"600416"	"sh"
"江淮汽车"	"600418"	"sh"
"天润乳业"	"600419"	"sh"
"现代制药"	"600420"	"sh"
"*ST仰帆"	"600421"	"sh"
"昆药集团"	"600422"	"sh"
"*ST柳化"	"600423"	"sh"
"青松建化"	"600425"	"sh"
"华鲁恒升"	"600426"	"sh"
"中远海特"	"600428"	"sh"
"三元股份"	"600429"	"sh"
"退市吉恩"	"600432"	"sh"
"XD冠豪高"	"600433"	"sh"
"北方导航"	"600435"	"sh"
"片仔癀"	"600436"	"sh"
"通威股份"	"600438"	"sh"
"瑞贝卡"	"600439"	"sh"
"国机通用"	"600444"	"sh"
"金证股份"	"600446"	"sh"
"华纺股份"	"600448"	"sh"
"宁夏建材"	"600449"	"sh"
"涪陵电力"	"600452"	"sh"
"博通股份"	"600455"	"sh"
"宝钛股份"	"600456"	"sh"
"时代新材"	"600458"	"sh"
"贵研铂业"	"600459"	"sh"
"士兰微"	"600460"	"sh"
"洪城水业"	"600461"	"sh"
"*ST九有"	"600462"	"sh"
"空港股份"	"600463"	"sh"
"蓝光发展"	"600466"	"sh"
"好当家"	"600467"	"sh"
"百利电气"	"600468"	"sh"
"风神股份"	"600469"	"sh"
"六国化工"	"600470"	"sh"
"包头铝业"	"600472"	"sh"
"华光股份"	"600475"	"sh"
"湘邮科技"	"600476"	"sh"
"杭萧钢构"	"600477"	"sh"
"科力远"	"600478"	"sh"
"千金药业"	"600479"	"sh"
"凌云股份"	"600480"	"sh"
"双良节能"	"600481"	"sh"
"中国动力"	"600482"	"sh"
"福能股份"	"600483"	"sh"
"*ST信威"	"600485"	"sh"
"扬农化工"	"600486"	"sh"
"亨通光电"	"600487"	"sh"
"天药股份"	"600488"	"sh"
"中金黄金"	"600489"	"sh"
"鹏欣资源"	"600490"	"sh"
"龙元建设"	"600491"	"sh"
"凤竹纺织"	"600493"	"sh"
"晋西车轴"	"600495"	"sh"
"精工钢构"	"600496"	"sh"
"驰宏锌锗"	"600497"	"sh"
"烽火通信"	"600498"	"sh"
"科达洁能"	"600499"	"sh"
"中化国际"	"600500"	"sh"
"航天晨光"	"600501"	"sh"
"安徽建工"	"600502"	"sh"
"华丽家族"	"600503"	"sh"
"西昌电力"	"600505"	"sh"
"香梨股份"	"600506"	"sh"
"方大特钢"	"600507"	"sh"
"上海能源"	"600508"	"sh"
"天富能源"	"600509"	"sh"
"黑牡丹"	"600510"	"sh"
"国药股份"	"600511"	"sh"
"腾达建设"	"600512"	"sh"
"联环药业"	"600513"	"sh"
"海航基础"	"600515"	"sh"
"方大炭素"	"600516"	"sh"
"置信电气"	"600517"	"sh"
"ST康美"	"600518"	"sh"
"贵州茅台"	"600519"	"sh"
"文一科技"	"600520"	"sh"
"华海药业"	"600521"	"sh"
"中天科技"	"600522"	"sh"
"贵航股份"	"600523"	"sh"
"长园集团"	"600525"	"sh"
"*ST菲达"	"600526"	"sh"
"江南高纤"	"600527"	"sh"
"中铁工业"	"600528"	"sh"
"山东药玻"	"600529"	"sh"
"交大昂立"	"600530"	"sh"
"豫光金铅"	"600531"	"sh"
"宏达矿业"	"600532"	"sh"
"栖霞建设"	"600533"	"sh"
"天士力"	"600535"	"sh"
"中国软件"	"600536"	"sh"
"亿晶光电"	"600537"	"sh"
"国发股份"	"600538"	"sh"
"ST狮头"	"600539"	"sh"
"新赛股份"	"600540"	"sh"
"莫高股份"	"600543"	"sh"
"卓郎智能"	"600545"	"sh"
"山煤国际"	"600546"	"sh"
"山东黄金"	"600547"	"sh"
"深高速"	"600548"	"sh"
"厦门钨业"	"600549"	"sh"
"保变电气"	"600550"	"sh"
"时代出版"	"600551"	"sh"
"凯盛科技"	"600552"	"sh"
"太行水泥"	"600553"	"sh"
"海航创新"	"600555"	"sh"
"ST慧球"	"600556"	"sh"
"康缘药业"	"600557"	"sh"
"大西洋"	"600558"	"sh"
"老白干酒"	"600559"	"sh"
"金自天正"	"600560"	"sh"
"江西长运"	"600561"	"sh"
"国睿科技"	"600562"	"sh"
"法拉电子"	"600563"	"sh"
"迪马股份"	"600565"	"sh"
"济川药业"	"600566"	"sh"
"山鹰纸业"	"600567"	"sh"
"中珠医疗"	"600568"	"sh"
"XD安阳钢"	"600569"	"sh"
"恒生电子"	"600570"	"sh"
"信雅达"	"600571"	"sh"
"康恩贝"	"600572"	"sh"
"惠泉啤酒"	"600573"	"sh"
"皖江物流"	"600575"	"sh"
"祥源文化"	"600576"	"sh"
"精达股份"	"600577"	"sh"
"京能电力"	"600578"	"sh"
"天华院"	"600579"	"sh"
"卧龙电驱"	"600580"	"sh"
"八一钢铁"	"600581"	"sh"
"天地科技"	"600582"	"sh"
"海油工程"	"600583"	"sh"
"长电科技"	"600584"	"sh"
"海螺水泥"	"600585"	"sh"
"金晶科技"	"600586"	"sh"
"新华医疗"	"600587"	"sh"
"用友网络"	"600588"	"sh"
"广东榕泰"	"600589"	"sh"
"泰豪科技"	"600590"	"sh"
"*ST上航"	"600591"	"sh"
"龙溪股份"	"600592"	"sh"
"大连圣亚"	"600593"	"sh"
"益佰制药"	"600594"	"sh"
"*ST中孚"	"600595"	"sh"
"新安股份"	"600596"	"sh"
"光明乳业"	"600597"	"sh"
"北大荒"	"600598"	"sh"
"熊猫金控"	"600599"	"sh"
"青岛啤酒"	"600600"	"sh"
"方正科技"	"600601"	"sh"
"云赛智联"	"600602"	"sh"
"广汇物流"	"600603"	"sh"
"市北高新"	"600604"	"sh"
"汇通能源"	"600605"	"sh"
"绿地控股"	"600606"	"sh"
"上实医药"	"600607"	"sh"
"ST沪科"	"600608"	"sh"
"金杯汽车"	"600609"	"sh"
"*ST毅达"	"600610"	"sh"
"大众交通"	"600611"	"sh"
"老凤祥"	"600612"	"sh"
"神奇制药"	"600613"	"sh"
"*ST鹏起"	"600614"	"sh"
"ST丰华"	"600615"	"sh"
"金枫酒业"	"600616"	"sh"
"国新能源"	"600617"	"sh"
"氯碱化工"	"600618"	"sh"
"海立股份"	"600619"	"sh"
"天宸股份"	"600620"	"sh"
"华鑫股份"	"600621"	"sh"
"光大嘉宝"	"600622"	"sh"
"华谊集团"	"600623"	"sh"
"复旦复华"	"600624"	"sh"
"PT水仙"	"600625"	"sh"
"申达股份"	"600626"	"sh"
"上电股份"	"600627"	"sh"
"新世界"	"600628"	"sh"
"华建集团"	"600629"	"sh"
"龙头股份"	"600630"	"sh"
"百联股份"	"600631"	"sh"
"华联商厦"	"600632"	"sh"
"浙数文化"	"600633"	"sh"
"*ST富控"	"600634"	"sh"
"大众公用"	"600635"	"sh"
"三爱富"	"600636"	"sh"
"东方明珠"	"600637"	"sh"
"新黄浦"	"600638"	"sh"
"浦东金桥"	"600639"	"sh"
"号百控股"	"600640"	"sh"
"万业企业"	"600641"	"sh"
"申能股份"	"600642"	"sh"
"爱建集团"	"600643"	"sh"
"乐山电力"	"600644"	"sh"
"中源协和"	"600645"	"sh"
"ST国嘉"	"600646"	"sh"
"同达创业"	"600647"	"sh"
"外高桥"	"600648"	"sh"
"城投控股"	"600649"	"sh"
"锦江投资"	"600650"	"sh"
"飞乐音响"	"600651"	"sh"
"*ST游久"	"600652"	"sh"
"申华控股"	"600653"	"sh"
"*ST中安"	"600654"	"sh"
"豫园股份"	"600655"	"sh"
"退市博元"	"600656"	"sh"
"信达地产"	"600657"	"sh"
"电子城"	"600658"	"sh"
"*ST花雕"	"600659"	"sh"
"福耀玻璃"	"600660"	"sh"
"昂立教育"	"600661"	"sh"
"强生控股"	"600662"	"sh"
"陆家嘴"	"600663"	"sh"
"哈药股份"	"600664"	"sh"
"天地源"	"600665"	"sh"
"*ST瑞德"	"600666"	"sh"
"太极实业"	"600667"	"sh"
"尖峰集团"	"600668"	"sh"
"*ST鞍成"	"600669"	"sh"
"*ST斯达"	"600670"	"sh"
"天目药业"	"600671"	"sh"
"*ST华圣"	"600672"	"sh"
"东阳光"	"600673"	"sh"
"川投能源"	"600674"	"sh"
"中华企业"	"600675"	"sh"
"交运股份"	"600676"	"sh"
"航天通信"	"600677"	"sh"
"四川金顶"	"600678"	"sh"
"上海凤凰"	"600679"	"sh"
"*ST上普"	"600680"	"sh"
"百川能源"	"600681"	"sh"
"南京新百"	"600682"	"sh"
"京投发展"	"600683"	"sh"
"珠江实业"	"600684"	"sh"
"中船防务"	"600685"	"sh"
"金龙汽车"	"600686"	"sh"
"*ST刚泰"	"600687"	"sh"
"上海石化"	"600688"	"sh"
"上海三毛"	"600689"	"sh"
"海尔智家"	"600690"	"sh"
"阳煤化工"	"600691"	"sh"
"亚通股份"	"600692"	"sh"
"东百集团"	"600693"	"sh"
"大商股份"	"600694"	"sh"
"绿庭投资"	"600695"	"sh"
"ST岩石"	"600696"	"sh"
"欧亚集团"	"600697"	"sh"
"*ST天雁"	"600698"	"sh"
"均胜电子"	"600699"	"sh"
"*ST数码"	"600700"	"sh"
"*ST工新"	"600701"	"sh"
"舍得酒业"	"600702"	"sh"
"三安光电"	"600703"	"sh"
"物产中大"	"600704"	"sh"
"中航投资"	"600705"	"sh"
"曲江文旅"	"600706"	"sh"
"彩虹股份"	"600707"	"sh"
"光明地产"	"600708"	"sh"
"ST生态"	"600709"	"sh"
"苏美达"	"600710"	"sh"
"盛屯矿业"	"600711"	"sh"
"南宁百货"	"600712"	"sh"
"南京医药"	"600713"	"sh"
"金瑞矿业"	"600714"	"sh"
"文投控股"	"600715"	"sh"
"凤凰股份"	"600716"	"sh"
"天津港"	"600717"	"sh"
"东软集团"	"600718"	"sh"
"大连热电"	"600719"	"sh"
"祁连山"	"600720"	"sh"
"*ST百花"	"600721"	"sh"
"金牛化工"	"600722"	"sh"
"首商股份"	"600723"	"sh"
"宁波富达"	"600724"	"sh"
"ST云维"	"600725"	"sh"
"*ST华源"	"600726"	"sh"
"鲁北化工"	"600727"	"sh"
"佳都科技"	"600728"	"sh"
"重庆百货"	"600729"	"sh"
"中国高科"	"600730"	"sh"
"湖南海利"	"600731"	"sh"
"ST新梅"	"600732"	"sh"
"北汽蓝谷"	"600733"	"sh"
"实达集团"	"600734"	"sh"
"新华锦"	"600735"	"sh"
"苏州高新"	"600736"	"sh"
"中粮糖业"	"600737"	"sh"
"兰州民百"	"600738"	"sh"
"辽宁成大"	"600739"	"sh"
"山西焦化"	"600740"	"sh"
"华域汽车"	"600741"	"sh"
"一汽富维"	"600742"	"sh"
"华远地产"	"600743"	"sh"
"华银电力"	"600744"	"sh"
"闻泰科技"	"600745"	"sh"
"江苏索普"	"600746"	"sh"
"*ST大控"	"600747"	"sh"
"上实发展"	"600748"	"sh"
"西藏旅游"	"600749"	"sh"
"江中药业"	"600750"	"sh"
"海航科技"	"600751"	"sh"
"*ST哈慈"	"600752"	"sh"
"东方银星"	"600753"	"sh"
"锦江股份"	"600754"	"sh"
"厦门国贸"	"600755"	"sh"
"浪潮软件"	"600756"	"sh"
"长江传媒"	"600757"	"sh"
"红阳能源"	"600758"	"sh"
"洲际油气"	"600759"	"sh"
"中航沈飞"	"600760"	"sh"
"安徽合力"	"600761"	"sh"
"S*ST金荔"	"600762"	"sh"
"通策医疗"	"600763"	"sh"
"中国海防"	"600764"	"sh"
"中航重机"	"600765"	"sh"
"园城黄金"	"600766"	"sh"
"ST运盛"	"600767"	"sh"
"宁波富邦"	"600768"	"sh"
"祥龙电业"	"600769"	"sh"
"综艺股份"	"600770"	"sh"
"广誉远"	"600771"	"sh"
"S*ST龙昌"	"600772"	"sh"
"西藏城投"	"600773"	"sh"
"汉商集团"	"600774"	"sh"
"南京熊猫"	"600775"	"sh"
"东方通信"	"600776"	"sh"
"新潮能源"	"600777"	"sh"
"友好集团"	"600778"	"sh"
"水井坊"	"600779"	"sh"
"通宝能源"	"600780"	"sh"
"ST辅仁"	"600781"	"sh"
"新钢股份"	"600782"	"sh"
"鲁信创投"	"600783"	"sh"
"鲁银投资"	"600784"	"sh"
"新华百货"	"600785"	"sh"
"东方锅炉"	"600786"	"sh"
"中储股份"	"600787"	"sh"
"*ST达曼"	"600788"	"sh"
"鲁抗医药"	"600789"	"sh"
"轻纺城"	"600790"	"sh"
"京能置业"	"600791"	"sh"
"云煤能源"	"600792"	"sh"
"宜宾纸业"	"600793"	"sh"
"保税科技"	"600794"	"sh"
"国电电力"	"600795"	"sh"
"钱江生化"	"600796"	"sh"
"浙大网新"	"600797"	"sh"
"宁波海运"	"600798"	"sh"
"*ST龙科"	"600799"	"sh"
"天津磁卡"	"600800"	"sh"
"华新水泥"	"600801"	"sh"
"福建水泥"	"600802"	"sh"
"新奥股份"	"600803"	"sh"
"鹏博士"	"600804"	"sh"
"悦达投资"	"600805"	"sh"
"退市昆机"	"600806"	"sh"
"ST天业"	"600807"	"sh"
"马钢股份"	"600808"	"sh"
"山西汾酒"	"600809"	"sh"
"神马股份"	"600810"	"sh"
"东方集团"	"600811"	"sh"
"华北制药"	"600812"	"sh"
"ST鞍一工"	"600813"	"sh"
"杭州解百"	"600814"	"sh"
"*ST厦工"	"600815"	"sh"
"安信信托"	"600816"	"sh"
"ST宏盛"	"600817"	"sh"
"中路股份"	"600818"	"sh"
"耀皮玻璃"	"600819"	"sh"
"隧道股份"	"600820"	"sh"
"津劝业"	"600821"	"sh"
"上海物贸"	"600822"	"sh"
"世茂股份"	"600823"	"sh"
"益民集团"	"600824"	"sh"
"新华传媒"	"600825"	"sh"
"兰生股份"	"600826"	"sh"
"百联股份"	"600827"	"sh"
"茂业商业"	"600828"	"sh"
"人民同泰"	"600829"	"sh"
"香溢融通"	"600830"	"sh"
"广电网络"	"600831"	"sh"
"东方明珠"	"600832"	"sh"
"第一医药"	"600833"	"sh"
"申通地铁"	"600834"	"sh"
"上海机电"	"600835"	"sh"
